yearm,KS_N_NSA,KS_NAER_NSA,KS_NCON_NSA,KS_NDUR_NSA,KS_NFIN_NSA,KS_NFINFI_NSA,KS_NFINRE_NSA,KS_NGDS_NSA,KS_NGOV_NSA,KS_NGOVFED_NSA,KS_NGOVSL_NSA,KS_NGOVSLEDU_NSA,KS_NINF_NSA,KS_NINFSW_NSA,KS_NLHS71_NSA,KS_NLHS72_NSA,KS_NMFG_NSA,KS_NNAT_NSA,KS_NNDUR_NSA,KS_NOSRV_NSA,KS_NPBS_NSA,KS_NPRV_NSA,KS_NSRV_NSA,KS_NTRD_NSA,KS_NTWU_NSA,KS_NODUR_NSA,KS_NLHS_NSA,WA_N_NSA,WA_NAER_NSA,WA_NCON_NSA,WA_NDUR_NSA,WA_NFIN_NSA,WA_NFINFI_NSA,WA_NFINRE_NSA,WA_NGDS_NSA,WA_NGOV_NSA,WA_NGOVFED_NSA,WA_NGOVSL_NSA,WA_NGOVSLEDU_NSA,WA_NINF_NSA,WA_NINFSW_NSA,WA_NLHS71_NSA,WA_NLHS72_NSA,WA_NMFG_NSA,WA_NNAT_NSA,WA_NNDUR_NSA,WA_NOSRV_NSA,WA_NPBS_NSA,WA_NPRV_NSA,WA_NSRV_NSA,WA_NTRD_NSA,WA_NTWU_NSA,WA_NODUR_NSA,WA_NLHS_NSA
Nov 1990,1128.6,112,61.6,176.4,70.8,47.8,23,275.4,155.4,21.1,134.3,72.1,31.5,7.7,14.3,76.4,211.8,2,35.4,231.8,127.3,973.2,853.2,184.8,51.6,64.4,90.7,2182.5,112.7,118.2,243.8,116,77.1,38.9,465.7,413.6,71.8,341.8,180.8,49.6,7.8,26.7,161.9,334.9,12.6,91.1,492.2,201,1768.9,1716.8,360.6,83.8,131.10000000000002,188.6
Dec 1990,1123.4,111.5,59.2,175.8,70.8,47.8,23,272.6,150.6,21.5,129.1,71.7,31.6,7.8,14.2,76.3,211.5,1.9,35.7,232,126.8,972.8,850.8,187.1,51.9,64.30000000000001,90.5,2170.9,112.2,113.2,241.7,116,77.2,38.8,456.2,407.5,72.3,335.2,179.6,49.8,7.9,27.1,160.8,331.2,11.8,89.5,492.4,200.5,1763.4,1714.7,363.9,84.6,129.5,187.9
Jan 1991,1090.2,112.9,56,174.3,69.4,47.3,22.1,266.4,149.1,21.1,128,71.8,31.6,8,14.3,73.8,208.7,1.7,34.4,227,120.7,941.1,823.8,174.2,51.8,61.400000000000006,88.1,2113.2,113.8,104.7,238.8,115.2,77.1,38.1,439.1,403.5,71,332.5,178.7,48.9,8.1,26.6,154.1,323.6,10.8,84.8,483.9,194.6,1709.7,1674.1,344.3,83.7,125.00000000000001,180.7
Feb 1991,1091.6,112.3,56.4,172.8,69.7,47.5,22.2,265.8,151.4,21,130.4,73.2,32.1,8.1,14.6,74.2,207.6,1.8,34.8,229.2,121.2,940.2,825.8,171.1,51.1,60.500000000000014,88.8,2122,113.3,106.5,237.9,115.7,77.4,38.3,441,409.5,70.9,338.6,183.1,49.4,8.2,27.3,155.4,323.5,11,85.6,488.8,196,1712.5,1681,339.3,82.3,124.60000000000001,182.70000000000002
Mar 1991,1101.3,112.3,57.5,172.4,70.2,47.7,22.5,267.2,152.6,21,131.6,73.8,32.3,8.2,15.4,75.3,207.9,1.8,35.5,232.8,122.9,948.7,834.1,171.7,51.6,60.10000000000001,90.7,2143.9,113.3,109.2,238.1,116.7,77.8,38.9,444.4,412.9,71,341.9,185,49.8,8.3,28.8,158.9,324.4,10.8,86.3,496.3,198.8,1731,1699.5,341.9,83.1,124.8,187.70000000000002
Apr 1991,1100.9,112.2,57.3,172,70.8,47.7,23.1,266.4,153.2,21.1,132.1,73.9,32.3,8.3,15.8,75.3,207.3,1.8,35.3,232.8,122.3,947.7,834.5,172.1,51,59.8,91.1,2159.7,113.4,111.7,238.3,117.7,77.9,39.8,448.4,415.3,72,343.3,184.9,49.8,8.4,29.8,162.3,325.6,11.1,87.3,501.2,200.2,1744.4,1711.3,344.4,82.7,124.9,192.10000000000002
May 1991,1115,112.3,58.8,172.1,71.3,47.8,23.5,268.7,157,21.2,135.8,73.6,32.8,8.5,16.7,77,208,1.9,35.9,236.5,123.5,958,846.3,173.5,51.7,59.8,93.7,2189.7,113.3,116,238.8,118.7,78.1,40.6,455.7,420.6,72.6,348,184.6,50.4,8.7,30.2,167.5,327.9,11.8,89.1,508.9,202,1769.1,1734,349.3,84.1,125.50000000000001,197.7
Jun 1991,1121,112.5,59.7,172.6,71.5,47.8,23.7,270.3,155.7,21.5,134.2,74.2,33.2,8.9,17.2,78.1,208.7,1.9,36.1,238.4,123.9,965.3,850.7,175.7,52.3,60.099999999999994,95.3,2203.5,113.4,117.3,239.7,119.4,78.3,41.1,459.7,419.3,73.9,345.4,181.9,50.8,9,30.8,170.7,330.3,12.1,90.6,513.2,203.2,1784.2,1743.8,352.8,85.1,126.29999999999998,201.5
Jul 1991,1117.1,113.6,62.3,173.5,71.3,47.6,23.7,274,148.4,21.8,126.6,64.6,33.8,9.4,15.9,78,209.9,1.8,36.4,236.2,125.4,968.7,843.1,174.7,53.3,59.900000000000006,93.9,2188,114.6,122,240.2,119.6,78.2,41.4,465.4,395.5,75.2,320.3,151.8,51.6,9.5,29.6,171.5,331.2,12.2,91,511.7,206.3,1792.5,1722.6,351.3,86.6,125.6,201.1
Aug 1991,1117.8,112.9,64.5,173.1,71.5,47.5,24,276.9,141.8,21.8,120,57.3,34,9.7,15.8,78.6,210.5,1.9,37.4,237.4,126.5,976,840.9,176.4,53.3,60.19999999999999,94.39999999999999,2192.8,114,125.2,240.2,120.4,78.4,42,472.2,385.2,75,310.2,140.2,52,9.9,29.8,173.4,334.7,12.3,94.5,513.8,209,1807.6,1720.6,354.1,86.1,126.19999999999999,203.20000000000002
Sep 1991,1130.7,113.3,64.3,173.4,71.3,47.5,23.8,276.5,154.1,21.8,132.3,66.6,34.1,9.7,15.5,77.8,210.3,1.9,36.9,238.5,126.6,976.6,854.2,176,53.6,60.10000000000001,93.3,2224.6,114.5,125.2,240.5,119.8,78.3,41.5,473.3,409.2,74.7,334.5,163.7,51.8,9.9,29.8,172.4,335.7,12.4,95.2,518.6,209.3,1815.4,1751.3,354.5,88.1,126,202.20000000000002
Oct 1991,1124.7,112.8,63.2,172.6,70.7,47.2,23.5,273.8,155.8,21.6,134.2,74,33.8,9.7,13.9,77,208.8,1.8,36.2,236.2,126.7,968.9,850.9,174.9,52.8,59.8,90.9,2217.7,114,122.7,239.3,118.2,77.3,40.9,467.7,420.2,73,347.2,185.1,51.4,9.8,27.7,168.4,333.1,11.9,93.8,514.3,206.9,1797.5,1750,352.4,86.6,125.30000000000001,196.1
Nov 1991,1133.1,112.7,61.5,172.5,70.9,47.3,23.6,271.5,161.2,21.4,139.8,75.4,34.1,10,13.4,77.2,208.2,1.8,35.7,236.4,126,971.9,861.6,180,53,59.8,90.60000000000001,2220.6,113.9,118.5,238.3,118.1,77.5,40.6,459.6,427.6,72.8,354.8,189,52,10.1,25.8,166.9,329.5,11.6,91.2,512.4,204.7,1793,1761,359.9,86.3,124.4,192.70000000000002
Dec 1991,1130.4,112.6,60.2,172.3,70.9,47.7,23.2,270,155.8,22,133.8,74.8,34.6,10.1,13.7,77.6,208.1,1.7,35.8,237.6,126,974.6,860.4,182.3,53.2,59.70000000000002,91.3,2210.2,113.8,114.2,237.9,118.3,78.2,40.1,451.4,420.1,73,347.1,187.3,52.5,10.3,26.4,166.6,326,11.2,88.1,513.6,204.5,1790.1,1758.8,363.4,86.4,124.10000000000001,193
Jan 1992,1106.9,112.8,57.2,171.3,70.3,47.8,22.5,265.5,155.1,21.6,133.5,74.4,34.3,10.2,14.3,73.5,206.8,1.5,35.5,232.6,124.7,951.8,841.4,174,50.4,58.500000000000014,87.8,2159.7,114,107.5,235.3,116.3,77.1,39.2,438,418.2,72.3,345.9,185.9,51.7,10.4,27.3,159.6,320.3,10.2,85,504.6,202.5,1741.5,1721.7,345.8,82.6,121.30000000000001,186.9
Feb 1992,1112.1,112.2,57.3,170.2,70.5,47.9,22.6,264.8,160.2,21.5,138.7,75.3,34.4,10.3,14.9,73.7,205.9,1.6,35.7,234.6,124.7,951.9,847.3,172.6,50.3,57.999999999999986,88.60000000000001,2172.1,113.4,107.7,234.3,116.7,77.2,39.5,437.4,426.8,72.2,354.6,189.8,51.9,10.5,28.2,160.7,319.5,10.2,85.2,509.2,203.5,1745.3,1734.7,343.9,82.7,120.9,188.89999999999998
Mar 1992,1118.8,111.7,58.9,170,70.6,47.7,22.9,266.7,161.6,21.5,140.1,76.2,34.7,10.4,15.1,74.9,206.2,1.6,36.2,236.3,126.2,957.2,852.1,172.4,50.3,58.3,90,2192.9,112.8,111.8,234.9,117.3,77.2,40.1,442.6,430.4,72.3,358.1,192.2,52.2,10.6,28.8,164.4,320.9,9.9,86,514.9,206.2,1762.5,1750.3,346.4,82.9,122.10000000000001,193.20000000000002
Apr 1992,1120.1,110.9,60,169.1,70.9,47.7,23.2,267.4,158.7,21.6,137.1,75.6,34.7,10.6,16.1,76.1,205.9,1.5,36.8,239,125.5,961.4,852.7,173.2,50.7,58.19999999999999,92.19999999999999,2210.2,111.9,115.6,234.8,118.2,77.3,40.9,450.7,427.2,72.8,354.4,191.1,52.5,10.8,29.7,168.6,324.7,10.4,89.9,521,207.5,1783,1759.5,349.7,83.4,122.9,198.29999999999998
May 1992,1130.1,110.3,61.9,169,71.4,48,23.4,269.6,163.1,21.6,141.5,75.7,34.6,10.8,15.9,77.7,206.1,1.6,37.1,240.4,125.9,967,860.5,174.1,51,58.7,93.60000000000001,2234.1,111.4,119.4,235.5,119,77.6,41.4,456.9,433.2,73,360.2,191.1,52.5,10.9,30,173.3,326.7,10.8,91.2,526.6,208.3,1800.9,1777.2,353.6,84,124.1,203.3
Jun 1992,1135.9,108.9,63.6,167.9,72.2,48.4,23.8,270.6,160.5,21.8,138.7,75.3,34.9,11,17.4,78.5,205.4,1.6,37.5,243.8,126.6,975.4,865.3,176,51.3,59,95.9,2251.9,109.9,123.4,235,120.1,78.1,42,462.1,429.7,74,355.7,184.7,53.1,11.2,31.4,176.4,327.7,11,92.7,532,211,1822.2,1789.8,358.8,85.1,125.1,207.8
Jul 1992,1127.1,109.2,65.6,168.4,72.5,48.7,23.8,273.4,148.9,21.9,127,60.8,36,11.5,16.7,79.3,206.2,1.6,37.8,243.7,125.9,978.2,853.7,175.2,51.5,59.2,96,2229.1,110.1,126.8,235.5,120.5,78.1,42.4,467.8,399.9,74.8,325.1,147.8,54.1,11.7,31.5,177.2,329.8,11.2,94.3,533.3,211.2,1829.2,1761.3,356.3,86,125.4,208.7
Aug 1992,1126.2,108.2,65.6,166.9,72.7,48.6,24.1,272.1,146.3,21.9,124.4,57.9,35.9,11.6,16.8,81,204.9,1.6,38,245.7,125.9,979.9,854.1,176.3,51.3,58.7,97.8,2233.3,109.1,128.1,234.3,120.7,78,42.7,469.4,394.8,74.7,320.1,141.8,54,11.8,31.5,181.4,330.3,11,96,537.6,211.5,1838.5,1763.9,359.8,85.5,125.20000000000002,212.9
Sep 1992,1139.1,107.4,65.3,166,73.2,49,24.2,270.2,159.2,21.8,137.4,68.5,35.6,11.6,17.1,80.5,203.3,1.6,37.3,246.9,126.8,979.9,868.9,176,51.2,58.599999999999994,97.6,2266.6,108.7,127.4,234.2,121.8,79.1,42.7,468.5,419.7,74.5,345.2,168.3,53.7,11.8,32,180.8,329.8,11.3,95.6,542.1,213.2,1846.9,1798.1,360.6,87,125.49999999999999,212.8
Oct 1992,1136.9,107,64.1,165.2,73.6,49.4,24.2,267.6,161.6,21.9,139.7,76.1,35.9,11.6,14.7,79.7,201.9,1.6,36.7,244.1,125.9,975.3,869.3,177,51.2,58.19999999999999,94.4,2261.7,107.9,126.3,233.1,122.1,80,42.1,464.7,430.9,73.6,357.3,189.9,53.7,11.8,29.7,176.6,327.2,11.2,94.1,535.3,209.8,1830.8,1797,359.6,85.6,125.19999999999999,206.29999999999998
Nov 1992,1144.2,106.7,61.9,165,73.6,49.4,24.2,265.5,166.9,21.8,145.1,77.5,36.1,11.8,14.6,79.1,202,1.6,37,244.6,126.1,977.3,878.7,180.5,50.9,58.3,93.69999999999999,2262.8,107.7,121,232.3,121.8,80.1,41.7,455.9,439.3,72.8,366.5,194.8,53.8,12,28,173.5,324.2,10.7,91.9,532.3,209.2,1823.5,1806.9,366,84.5,124.60000000000001,201.5
Dec 1992,1144.6,106.4,60.8,164.7,74.2,49.8,24.4,263.8,163,22.3,140.7,77.3,36.2,11.9,15.1,78.9,201.5,1.5,36.8,246.2,126.2,981.6,880.8,183.3,51.7,58.29999999999998,94,2257,107.3,116.9,231.8,122.8,80.8,42,448.4,433.1,73.3,359.8,193,53.9,12.1,28.9,172.2,321.1,10.4,89.3,534,209.3,1823.9,1808.6,370,85.5,124.50000000000001,201.1
Jan 1993,1112.3,105.5,55.1,162,72.5,49.3,23.2,253.6,160.4,22.1,138.3,76.9,36.4,12.3,13.2,77.5,197,1.5,35,240.1,125.2,951.9,858.7,174.2,49.9,56.5,90.7,2185.6,106.1,104.9,225.5,119.8,79.6,40.2,428.6,427.9,72.9,355,191,54,12.4,26.8,164.2,314.7,9,89.2,518.3,205.4,1757.7,1757,349,82.6,119.4,191
Feb 1993,1118.2,104.7,56.8,161,72.8,49.3,23.5,254.8,161.7,22.1,139.6,77.8,36.5,12.4,13.9,77.5,196.5,1.5,35.5,243,126,956.5,863.4,173.2,50.2,56.3,91.4,2202.2,105.5,108.7,225.9,120.4,79.8,40.6,431.3,431.8,72.7,359.1,194.1,54.2,12.6,27.8,166.3,313.2,9.4,87.3,525.8,207.7,1770.4,1770.9,347.6,83.4,120.4,194.10000000000002
Mar 1993,1126.2,104,57.5,160.7,73.4,49.6,23.8,255.5,163.6,22.1,141.5,78.7,36.9,12.6,14.2,79.2,196.4,1.6,35.7,246.4,128.1,962.6,870.7,172.6,49.7,56.69999999999999,93.4,2223.1,104.7,111.2,226.4,121.5,80.3,41.2,434.1,436.6,72.6,364,196.9,54.7,12.8,28.6,169.9,313.4,9.5,87,532.8,211.2,1786.5,1789,348.8,83.4,121.7,198.5
Apr 1993,1130,102.3,56.9,159,73.7,49.9,23.8,254.8,162.5,22,140.5,78.3,37.2,12.7,14.6,80.6,196.3,1.6,37.3,249.7,129.4,967.5,875.2,173.4,49.3,56.7,95.19999999999999,2245.3,103.5,113.4,226,122.6,80.8,41.8,438.8,435.3,71.7,363.6,196,55,12.9,30.3,174.9,315.8,9.6,89.8,543.3,214,1810,1806.5,352.7,83.6,122.5,205.20000000000002
May 1993,1135.7,101.2,56.8,158.2,73.8,49.8,24,253.5,163.7,22.2,141.5,78.4,37.5,12.8,14.8,82.6,195,1.7,36.8,252.9,130.1,972,882.2,175,49.2,56.999999999999986,97.39999999999999,2269,102.4,116,225.7,123.5,81.1,42.4,444.1,437.3,72.4,364.9,195.6,55.7,13.1,30.1,180.5,318,10.1,92.3,550.7,216,1831.7,1824.9,357.4,84.3,123.29999999999998,210.6
Jun 1993,1145.3,100.3,58.2,157.4,74.3,50.1,24.2,254.3,165,22.4,142.6,78.4,37.9,13.2,15.6,83.6,194.4,1.7,37,255.4,131.5,980.3,891,177,49.9,57.10000000000001,99.19999999999999,2292.4,101.4,120.2,225.5,124.7,81.7,43,449.5,438,72.9,365.1,192,56.4,13.4,31.8,183.7,318.8,10.5,93.3,557.1,218.7,1854.4,1842.9,362.5,85.5,124.1,215.5
Jul 1993,1151.9,100,60.9,159.9,76.3,51.1,25.2,260.6,154.1,22.5,131.6,65.9,39.3,14,15.8,84.7,198,1.7,38.1,254.2,135,997.8,891.3,181.2,51.2,59.900000000000006,100.5,2281.8,101.8,125.2,227.4,126.9,82.9,44,457.9,408.4,72.9,335.5,158.1,57.4,14.1,31.8,185.2,321.9,10.8,94.5,555.4,222.4,1873.4,1823.9,367.2,86.2,125.60000000000001,217
Aug 1993,1152.1,99.3,62.5,158.7,76.7,51.3,25.4,261.4,149.8,22.6,127.2,60.3,39.7,14,15.8,85.7,197.2,1.7,38.5,256.1,136.5,1002.3,890.7,180.8,51.1,59.39999999999999,101.5,2278.4,100.9,127.9,225.7,127.3,83.1,44.2,461.4,399,72.9,326.1,147.8,57.8,14.1,32,186.9,323,10.5,97.3,557.5,223.1,1879.4,1817,366.7,85.6,124.79999999999998,218.9
Sep 1993,1165.6,97.9,61.8,157.8,76.8,51.4,25.4,259.5,163,22.5,140.5,70.2,39.4,13.9,15.4,85.2,196,1.7,38.2,257.6,136.9,1002.6,906.1,180.9,51.5,59.900000000000006,100.60000000000001,2317.5,99.6,128.2,225.6,127.4,83.3,44.1,462.9,425.3,72.5,352.8,171.7,57.4,14,34.2,186,323.9,10.8,98.3,563.2,224.5,1892.2,1854.6,369.6,87.2,126,220.2
Oct 1993,1141.9,95.4,61,153,75.2,50.7,24.5,252.8,163.5,22.3,141.2,77.6,38.4,13.6,13.7,81.7,190.2,1.6,37.2,250.8,134.6,978.4,889.1,178,48.6,57.599999999999994,95.4,2300,97.9,127.3,221.9,125.7,82.3,43.4,455.9,435.7,71.5,364.2,194.2,56.5,13.9,29,180.4,318,10.6,96.1,553.6,223.2,1864.3,1844.1,365.7,83.7,124,209.4
Nov 1993,1150.7,94.3,58.8,151.7,75.8,51.2,24.6,249,170.3,22.2,148.1,79.1,38.5,13.7,13.6,82.6,188.6,1.6,36.9,252.2,134.7,980.4,901.7,182.2,48,57.39999999999999,96.19999999999999,2306.5,96.7,122.5,220.5,126.3,83,43.3,447.2,447.5,71,376.5,199,56.6,14,28.6,179.1,314.4,10.3,93.9,552.6,221.2,1859,1859.3,373.4,81.7,123.8,207.7
Dec 1993,1153.9,92.9,58,151.6,76.4,51.6,24.8,248.2,165,22.8,142.2,78.2,38.8,13.8,14.4,82.9,188.6,1.6,37,254.2,135.6,988.9,905.7,186,49.7,58.69999999999999,97.30000000000001,2301.5,95.3,119.1,219.9,127.2,83.7,43.5,440.2,437.2,71.9,365.3,195.9,57.2,14.2,29.7,178.6,311.1,10,91.2,554.5,222.4,1864.3,1861.3,378.7,84.1,124.60000000000001,208.29999999999998
Jan 1994,1124.3,92.8,54.4,149,76.6,52.3,24.3,241.6,162.2,22.2,140,77.8,38.7,14.1,13.8,79.5,185.7,1.5,36.7,248.4,131.7,962.1,882.7,175.7,49.4,56.2,93.3,2240.3,94.7,111.6,217.2,126.2,83.8,42.4,427,432.7,70.8,361.9,195.6,56.8,14.3,28.5,171.2,306.1,9.3,88.9,542.8,217,1807.6,1813.3,355.6,82.2,122.49999999999999,199.7
Feb 1994,1131.8,90.7,54.3,147.1,77.1,52.4,24.7,240.2,168.2,22.2,146,79,39.1,14.2,14.4,79.8,184.4,1.5,37.3,250.8,132.6,963.6,891.6,174.7,49.1,56.39999999999999,94.2,2254.3,92.5,111,216.2,126.9,83.9,43,425.9,441.7,70.6,371.1,199.5,57.2,14.4,29,172.2,305.3,9.6,89.1,547.5,218.9,1812.6,1828.4,354.1,82.1,123.69999999999999,201.2
Mar 1994,1131.2,89.8,54.7,146.2,77.4,52.4,25,239.9,164.6,22.2,142.4,78.9,39.2,14.3,14.5,80.4,183.7,1.5,37.5,252,134.5,966.6,891.3,174.3,49.3,56.39999999999999,94.9,2268.4,91.6,114.7,215.7,127.3,84,43.3,429.9,439.9,70.7,369.2,200.4,57.5,14.5,29.9,174.8,305.6,9.6,89.9,552.2,222.9,1828.5,1838.5,355.8,82.9,124.1,204.70000000000002
Apr 1994,1140.3,89.3,55.7,146,76.5,51.6,24.9,241.7,166,22.3,143.7,79.5,39.5,14.3,15,82.3,184.4,1.6,38.4,253.9,138,974.3,898.6,175.4,49.3,56.7,97.3,2292.4,90.9,118.9,216.3,126.9,83.3,43.6,438,440.8,71.2,369.6,200.7,57.8,14.6,31.2,179.7,309.3,9.8,93,558.8,228.2,1851.6,1854.4,358.6,83.3,125.4,210.89999999999998
May 1994,1147.1,88.7,56.8,145.8,76.2,51.2,25,242.3,166.6,22.3,144.3,79.7,39.8,14.4,15.4,85,183.9,1.6,38.1,257.5,138.1,980.5,904.8,176.7,49.9,57.10000000000001,100.4,2315.1,90.4,122.2,216.5,127.2,83.1,44.1,443,444.5,71.6,372.9,200.7,58.3,14.7,31.3,186.1,310.8,10,94.3,566.1,228.9,1870.6,1872.1,362.8,84.3,126.1,217.4
Jun 1994,1157.3,88.4,58,145.9,76.2,50.9,25.3,243.7,168,22.3,145.7,79.8,40.1,14.6,16.1,86.3,184.1,1.6,38.2,259.9,139.8,989.3,913.6,179,50.6,57.5,102.4,2340.8,89.9,126,217.2,127.6,82.9,44.7,449.6,446.2,71.9,374.3,197.8,58.7,14.9,32.7,189.3,313.3,10.3,96.1,570.9,232.2,1894.6,1891.2,369.5,86.1,127.29999999999998,222
Jul 1994,1147.4,88.1,60,145,76.1,50.8,25.3,245.4,154,22.3,131.7,65.5,40.4,15,16.1,85.4,183.8,1.6,38.8,258.6,142.5,993.4,902,179.9,50.5,56.900000000000006,101.5,2313.6,89.5,129,216.4,127.4,82.4,45,451.9,413.2,72.5,340.7,160.4,58.9,15.2,33.3,188.1,312.5,10.4,96.1,571.6,236,1900.4,1861.7,368.8,85.8,126.9,221.39999999999998
Aug 1994,1151.3,87.9,61.3,145.2,76.4,50.9,25.5,247.5,150.2,22.3,127.9,60.9,40.7,15.1,16,86.1,184.6,1.6,39.4,260.1,143.8,1001.1,903.8,181.8,50.8,57.29999999999998,102.1,2325.4,89.2,131.7,217.4,127.7,82.5,45.2,459.3,406.6,72.4,334.2,152.1,59.3,15.4,33.6,190.5,317.4,10.2,100,575.8,237.3,1918.8,1866.1,373.1,86.3,128.2,224.1
